code,value
002836.SZ,74.2
002837.SZ,54.18
002838.SZ,76.92
002839.SZ,39.94
002840.SZ,67.83
002841.SZ,65.6
002842.SZ,61.42
002843.SZ,65.88
002845.SZ,66.95
002846.SZ,75.57
002847.SZ,75.06
002848.SZ,46.95
002849.SZ,57.71
002850.SZ,66.61
002851.SZ,51.29
002852.SZ,70.76
002853.SZ,75.04
002855.SZ,68.21
002856.SZ,76.56
002857.SZ,68.49
002858.SZ,63.49
002859.SZ,67
002860.SZ,59.17
002861.SZ,64.94
002862.SZ,69.22
002863.SZ,70.82
002864.SZ,64.94
002865.SZ,70.08
002866.SZ,70.24
002867.SZ,78.08
002868.SZ,77.1
002869.SZ,61.01
002870.SZ,75.64
002871.SZ,75.87
002872.SZ,43.6
002873.SZ,66.25
002875.SZ,73.2
002876.SZ,57.39
002877.SZ,72.44
002878.SZ,74.37
002879.SZ,50.14
002880.SZ,78.08
002881.SZ,76.01
002882.SZ,80.77
002883.SZ,56.23
002884.SZ,57.79
002885.SZ,64.06
002886.SZ,65.5
002887.SZ,74.19
002888.SZ,73.57
002889.SZ,74.25
002890.SZ,65.8
002891.SZ,73.96
002892.SZ,69.39
002893.SZ,62.24
002895.SZ,80.77
002896.SZ,69.56
002897.SZ,65.48
002898.SZ,75.85
002899.SZ,62.62
002900.SZ,73.27
002901.SZ,91.83
002902.SZ,58.84
002903.SZ,57.72
002905.SZ,78.67
002906.SZ,84.95
002907.SZ,86.27
002908.SZ,56.01
002909.SZ,66.04
002910.SZ,61.83
002911.SZ,90.61
002912.SZ,56.15
002913.SZ,77.47
002915.SZ,68.3
002916.SZ,76.64
002917.SZ,73.07
002918.SZ,75.15
002919.SZ,70.75
002920.SZ,84.09
002921.SZ,64.36
002922.SZ,66.33
002923.SZ,68.71
002925.SZ,73.09
002926.SZ,61.73
002927.SZ,69.07
002928.SZ,76.6
002929.SZ,71.02
002930.SZ,66.64
002931.SZ,74.35
002932.SZ,69.14
002933.SZ,67.79
002935.SZ,58.05
002936.SZ,61.05
002937.SZ,72.61
002938.SZ,87.7
002939.SZ,80.23
002940.SZ,62.63
002941.SZ,76.89
002942.SZ,74.26
002943.SZ,68.73
002945.SZ,90.41
002946.SZ,90.39
002947.SZ,69.75
002948.SZ,77.87
002949.SZ,70.46
002950.SZ,80.43
002951.SZ,89.11
002952.SZ,74.19
002953.SZ,74.99
002955.SZ,73.49
002956.SZ,74.37
002957.SZ,86.78
002958.SZ,46.39
002959.SZ,75.73
002960.SZ,70.71
002961.SZ,90.27
002962.SZ,68.5
002963.SZ,69.72
002965.SZ,75.46
002966.SZ,37.55
002967.SZ,70.72
002968.SZ,69.54
002969.SZ,88.02
002970.SZ,75.09
002971.SZ,94.27
002972.SZ,71.4
002973.SZ,98.15
002975.SZ,100
002976.SZ,100
002977.SZ,
002978.SZ,
002979.SZ,
002980.SZ,
002981.SZ,
002982.SZ,
002983.SZ,
002984.SZ,
002985.SZ,
002986.SZ,
002987.SZ,
002988.SZ,
002989.SZ,
002990.SZ,
002991.SZ,
002992.SZ,
002993.SZ,
002995.SZ,
002996.SZ,
002997.SZ,
002999.SZ,
003000.SZ,
003003.SZ,67.57
003006.SZ,
003816.SZ,91.89
300001.SZ,56.09
300002.SZ,39.98
300003.SZ,49.85
300004.SZ,54.03
300005.SZ,37.86
300006.SZ,46.2
300007.SZ,33.16
300008.SZ,41.28
300009.SZ,44.6
300010.SZ,35.82
300011.SZ,53.34
300012.SZ,54.06
300013.SZ,43.73
300014.SZ,49.3
300015.SZ,72.75
300016.SZ,41.76
300017.SZ,32.33
300018.SZ,34.39
300019.SZ,66.31
300020.SZ,36.63
300021.SZ,54.11
300022.SZ,31.42
300023.SZ,69.91
300024.SZ,40.36
300025.SZ,29.35
300026.SZ,53.7
300027.SZ,47.94
300029.SZ,36.84
300030.SZ,44.02
300031.SZ,44.14
300032.SZ,46.92
300033.SZ,73.01
300034.SZ,52.35
300035.SZ,36.25
300036.SZ,35.14
300037.SZ,47.56
300038.SZ,60.18
300039.SZ,46.68
300040.SZ,45.53
300041.SZ,42
300042.SZ,64.86
300043.SZ,52.61
300044.SZ,40.17
300045.SZ,48.31
300046.SZ,35.93
300047.SZ,31.5
300048.SZ,33.59
300049.SZ,36.79
300050.SZ,42.47
300051.SZ,44.03
300052.SZ,43.95
300053.SZ,40.25
300054.SZ,45.8
300055.SZ,44.49
300056.SZ,63.4
300057.SZ,50.83
300058.SZ,39.09
300059.SZ,34.86
300061.SZ,72.9
300062.SZ,58.37
300063.SZ,51.72
300064.SZ,71.71
300065.SZ,41.11
300066.SZ,50.94
300067.SZ,51.27
300068.SZ,50.66
300069.SZ,60.25
300070.SZ,55.81
300071.SZ,49.2
300072.SZ,55.7
300073.SZ,41.86
300074.SZ,32.41
300075.SZ,40.65
300076.SZ,51.25
300077.SZ,8.97
300078.SZ,42.81
300079.SZ,19.87
300080.SZ,79.66
300081.SZ,50.31
300082.SZ,62.34
300083.SZ,43.52
300084.SZ,32.99
300085.SZ,58.24
300086.SZ,53.02
300087.SZ,68.55
300088.SZ,28.35
300089.SZ,49.9
300091.SZ,45.09
300092.SZ,51.61
300093.SZ,31.93
300094.SZ,63.95
300095.SZ,53.7
300096.SZ,39.39
300097.SZ,50.98
300098.SZ,43.72
300099.SZ,53.91
300100.SZ,65.74
300101.SZ,36.56
300102.SZ,44.7
300103.SZ,64.72
300105.SZ,48.99
300106.SZ,47.52
300107.SZ,54.41
300108.SZ,60.93
300109.SZ,63.35
300110.SZ,53.36
300111.SZ,22.59
300112.SZ,49.64
300113.SZ,57.7
300114.SZ,62.56
300115.SZ,56.14
300116.SZ,49.29
300117.SZ,59.67
300118.SZ,50.08
300119.SZ,65.92
300120.SZ,48
300121.SZ,54.91
300122.SZ,76.39
300123.SZ,62.43
300124.SZ,51.29
300125.SZ,37.28
300126.SZ,55.86
300127.SZ,73.12
300128.SZ,38.02
300129.SZ,37.7
300130.SZ,56.02
300131.SZ,39.93
300132.SZ,45.37
300133.SZ,61.86
300134.SZ,63.37
300135.SZ,37.88
300136.SZ,31.02
300137.SZ,24.07
300138.SZ,38.3
300139.SZ,27.73
300140.SZ,63.24
300141.SZ,59.23
300142.SZ,38.04
300143.SZ,63.74
300144.SZ,62.33
300145.SZ,46.54
300146.SZ,61.42
300147.SZ,48.78
300148.SZ,35.59
300149.SZ,61.65
300150.SZ,44.17
300151.SZ,58.78
300152.SZ,34.33
300153.SZ,54.95
300154.SZ,69.37
300155.SZ,65.2
300157.SZ,25.55
300158.SZ,56.5
300159.SZ,42.21
300160.SZ,50.78
300161.SZ,48.44
300162.SZ,55.88
300163.SZ,44.55
300164.SZ,42.8
300165.SZ,44.21
300166.SZ,41.47
300167.SZ,41.45
300168.SZ,52.97
300169.SZ,42.3
300170.SZ,26.52
300171.SZ,65.72
300172.SZ,48.49
300173.SZ,63.55
300174.SZ,69.4
300175.SZ,45.12
300176.SZ,44.16
300177.SZ,42.57
300178.SZ,47.04
300179.SZ,47.91
300180.SZ,46.89
300181.SZ,41.36
300182.SZ,44.77
300183.SZ,59.08
300184.SZ,48.09
300185.SZ,31.17
300187.SZ,69.51
300188.SZ,54.95
300189.SZ,51.86
300190.SZ,60.61
300191.SZ,64.24
300192.SZ,51.36
300193.SZ,49.65
300194.SZ,50.44
300195.SZ,52.79
300196.SZ,64.34
300197.SZ,55.6
300198.SZ,47.41
300199.SZ,57.76
300200.SZ,53.61
300201.SZ,49.72
300202.SZ,59.64
300203.SZ,53.48
300204.SZ,68.31
300205.SZ,52.57
300206.SZ,60.3
300207.SZ,52
300208.SZ,65.39
300209.SZ,57.62
300210.SZ,62.88
300211.SZ,61.82
300212.SZ,48.56
300213.SZ,44.86
300214.SZ,50.46
300215.SZ,63.79
300217.SZ,42.53
300218.SZ,63.82
300219.SZ,63.37
300220.SZ,60.67
300221.SZ,42.25
300222.SZ,52.07
300223.SZ,56.42
300224.SZ,63.81
300225.SZ,45.85
300226.SZ,42.45
300227.SZ,47.48
300228.SZ,24.06
300229.SZ,56.11
300230.SZ,53.66
300231.SZ,31.51
300232.SZ,56.88
300233.SZ,63.7
300234.SZ,59.02
300235.SZ,53.31
300236.SZ,49.48
300237.SZ,47.06
300238.SZ,42.31
300239.SZ,48.7
300240.SZ,60.13
300241.SZ,42.58
300242.SZ,44.93
300243.SZ,53.31
300244.SZ,58.14
300245.SZ,34.45
300246.SZ,44.49
300247.SZ,36.44
300248.SZ,44.13
300249.SZ,56.16
300250.SZ,46.8
300251.SZ,73.78
300252.SZ,59.23
300253.SZ,42.71
300254.SZ,36.37
300255.SZ,57.76
300256.SZ,41.79
300257.SZ,69.48
300258.SZ,66.44
300259.SZ,53.17
300260.SZ,74.52
300261.SZ,58.42
300262.SZ,56.66
300263.SZ,44.19
300264.SZ,33.03
300265.SZ,70.42
300266.SZ,45.07
300267.SZ,63.33
300268.SZ,44.82
300269.SZ,48.57
300270.SZ,57.52
300271.SZ,41.25
300272.SZ,60.71
300273.SZ,35.25
300274.SZ,50.84
300275.SZ,43.73
300276.SZ,64.58
300277.SZ,64.15
300278.SZ,56.58
300279.SZ,44.78
300280.SZ,49.15
300281.SZ,60.5
300282.SZ,43.74
300283.SZ,64.92
300284.SZ,46.59
300285.SZ,52.06
300286.SZ,64.49
300287.SZ,29.84
300288.SZ,58.3
300289.SZ,56.85
300290.SZ,56.3
300291.SZ,51.83
300292.SZ,39.38
300293.SZ,64.22
300294.SZ,58.09
300295.SZ,31.25
300296.SZ,48.89
300297.SZ,47.39
300298.SZ,68.35
300299.SZ,40.5
300300.SZ,48.74
300301.SZ,53.18
300302.SZ,55.13
300303.SZ,35.74
300304.SZ,49.81
300305.SZ,55.48
300306.SZ,65.11
300307.SZ,61.99
300308.SZ,57.13
300309.SZ,53.32
300310.SZ,37.5
300311.SZ,42.22
300312.SZ,48.55
300313.SZ,60.52
300314.SZ,68.37
300315.SZ,23.89
300316.SZ,60.95
300317.SZ,71.72
300318.SZ,70.61
300319.SZ,45.45
300320.SZ,47.72
300321.SZ,62.37
300322.SZ,32.41
300323.SZ,59.05
300324.SZ,49.29
300325.SZ,40.99
300326.SZ,43.61
300327.SZ,45.97
300328.SZ,54.81
300329.SZ,50.3
300330.SZ,34.04
300331.SZ,51.78
300332.SZ,42.63
300333.SZ,25.39
300334.SZ,51.51
300335.SZ,38.3
300336.SZ,38.44
300337.SZ,60
300338.SZ,55.91
300339.SZ,40.4
300340.SZ,35.44
300341.SZ,70.09
300342.SZ,55.98
300343.SZ,35.81
300344.SZ,53.09
300345.SZ,39.82
300346.SZ,44.09
300347.SZ,57.78
300348.SZ,35.11
300349.SZ,50.05
300350.SZ,57.72
300351.SZ,60.4
300352.SZ,32.05
300353.SZ,39.47
300354.SZ,60.21
300355.SZ,39.2
300356.SZ,40.59
300357.SZ,64.8
300358.SZ,63.02
300359.SZ,47.58
300360.SZ,54.44
300362.SZ,52.53
300363.SZ,64.47
300364.SZ,36.78
300365.SZ,69.35
300366.SZ,53.86
300367.SZ,41.08
300368.SZ,57.98
300369.SZ,53.51
300370.SZ,28.73
300371.SZ,67.28
300373.SZ,65.77
300374.SZ,67.76
300375.SZ,54.13
300376.SZ,76.05
300377.SZ,44.49
300378.SZ,40.88
300379.SZ,31.14
300380.SZ,55.95
300381.SZ,58.31
300382.SZ,71.27
300383.SZ,48.64
300384.SZ,61.5
300385.SZ,62.99
300386.SZ,63.83
300387.SZ,59.25
300388.SZ,66.91
300389.SZ,68.61
300390.SZ,56.29
300391.SZ,64.41
300392.SZ,63.76
300393.SZ,68.71
300394.SZ,67.75
300395.SZ,44.47
300396.SZ,73
300397.SZ,50.39
300398.SZ,61.26
300399.SZ,67.61
300400.SZ,46.13
300401.SZ,49.18
300402.SZ,71.24
300403.SZ,68.57
300404.SZ,52.77
300405.SZ,56.05
300406.SZ,66.03
300407.SZ,50.98
300408.SZ,53.06
300409.SZ,55.94
300410.SZ,49.47
300411.SZ,74.2
300412.SZ,53.33
300413.SZ,75.94
300414.SZ,66.09
300415.SZ,50.58
300416.SZ,64.68
300417.SZ,61.39
300418.SZ,57.58
300419.SZ,44.6
300420.SZ,45.11
300421.SZ,38.08
300422.SZ,40.05
300423.SZ,69.62
300424.SZ,46.62
300425.SZ,54.71
300426.SZ,59.12
300427.SZ,64.16
300428.SZ,79.04
300429.SZ,53.58
300430.SZ,51.02
300431.SZ,
300432.SZ,59.07
300433.SZ,76.78
300434.SZ,55.69
300435.SZ,73.41
300436.SZ,59.36
300437.SZ,58.98
300438.SZ,51.71
300439.SZ,71.65
300440.SZ,57.18
300441.SZ,60.01
300442.SZ,56.83
300443.SZ,57.3
300444.SZ,52.9
300445.SZ,68.04
300446.SZ,40.72
300447.SZ,63.41
300448.SZ,51.42
300449.SZ,38.32
300450.SZ,58.39
300451.SZ,49.03
300452.SZ,52.64
300453.SZ,55.6
300454.SZ,75.71
300455.SZ,68.06
300456.SZ,68.6
300457.SZ,52.94
300458.SZ,50.46
300459.SZ,65.3
300460.SZ,56.02
300461.SZ,67.28
300462.SZ,59.42
300463.SZ,52.22
300464.SZ,62.93
300465.SZ,38.68
300466.SZ,63.51
300467.SZ,46.71
300468.SZ,46.17
300469.SZ,55.79
300470.SZ,43.67
300471.SZ,54.81
300472.SZ,41.51
300473.SZ,58.35
300474.SZ,65.85
300475.SZ,77.08
300476.SZ,63.14
300477.SZ,48.5
300478.SZ,62.86
300479.SZ,46.25
300480.SZ,64.1
300481.SZ,55.67
300482.SZ,71.73
300483.SZ,84.24
300484.SZ,57.61
300485.SZ,66.69
300486.SZ,55.9
300487.SZ,63.81
300488.SZ,79.68
300489.SZ,51.1
300490.SZ,63.13
300491.SZ,67.19
300492.SZ,76.21
300493.SZ,52.29
300494.SZ,57.74
300495.SZ,56.36
300496.SZ,54.03
300497.SZ,45.19
300498.SZ,27.01
300499.SZ,58.43
300500.SZ,60.73
300501.SZ,69.8
300502.SZ,48.29
300503.SZ,66.62
300504.SZ,70.81
300505.SZ,58.69
300506.SZ,63.33
300507.SZ,69.34
300508.SZ,73.72
300509.SZ,69.76
300510.SZ,58.33
300511.SZ,58.05
300512.SZ,70.93
300513.SZ,41.67
300514.SZ,68.04
300515.SZ,64.91
300516.SZ,77.48
300517.SZ,60.44
300518.SZ,68.34
300519.SZ,70.68
300520.SZ,58.64
300521.SZ,60.57
300522.SZ,66.72
300523.SZ,63.22
300525.SZ,47.78
300526.SZ,75.49
300527.SZ,72.26
300528.SZ,65.99
300529.SZ,62.06
300530.SZ,79.91
300531.SZ,65.6
300532.SZ,60.39
300533.SZ,65.16
300534.SZ,46.31
300535.SZ,54.09
300536.SZ,65.31
300537.SZ,54.01
300538.SZ,71.55
300539.SZ,69.1
300540.SZ,55.68
300541.SZ,40.33
300542.SZ,65.41
300543.SZ,52.77
300545.SZ,68.67
300546.SZ,63.28
300547.SZ,48.98
300548.SZ,66.18
300549.SZ,74.1
300550.SZ,70.31
300551.SZ,44.46
300552.SZ,65.2
300553.SZ,66.88
300554.SZ,62.39
300555.SZ,53.27
300556.SZ,45.22
300557.SZ,54.32
300558.SZ,64.32
300559.SZ,71.54
300560.SZ,69.66
300561.SZ,66.87
300562.SZ,66.48
300563.SZ,67.16
300564.SZ,75.01
300565.SZ,63.29
300566.SZ,68.48
300567.SZ,56.39
300568.SZ,50.29
300569.SZ,58.82
300570.SZ,53.39
300571.SZ,61.09
300572.SZ,61.6
300573.SZ,59.3
300575.SZ,59.19
300576.SZ,70.56
300577.SZ,77.96
300578.SZ,61.96
300579.SZ,67.49
300580.SZ,72.57
300581.SZ,70.57
300582.SZ,63.84
300583.SZ,70.16
300584.SZ,69.11
300585.SZ,59.89
300586.SZ,74.59
300587.SZ,59.8
300588.SZ,57.62
300589.SZ,72.84
300590.SZ,70.63
300591.SZ,66.99
300592.SZ,47.01
300593.SZ,48.85
300594.SZ,63.75
300595.SZ,66.94
300596.SZ,62.76
300597.SZ,39.7
300598.SZ,60.66
300599.SZ,70.58
300600.SZ,65.2
300601.SZ,63.93
300602.SZ,73.62
300603.SZ,59.11
300604.SZ,66.71
300605.SZ,63.74
300606.SZ,60.35
300607.SZ,63.64
300608.SZ,68.75
300609.SZ,72.51
300610.SZ,51.19
300611.SZ,69.37
300612.SZ,75.28
300613.SZ,74.98
300615.SZ,72.12
300616.SZ,79.22
300617.SZ,71.86
300618.SZ,66.59
300619.SZ,63.5
300620.SZ,75.33
300621.SZ,72.25
300622.SZ,63.36
300623.SZ,64.21
300624.SZ,57.82
300625.SZ,74.33
300626.SZ,63.06
300627.SZ,70.64
300628.SZ,78.64
300629.SZ,59.23
300630.SZ,65.05
300631.SZ,54.71
300632.SZ,69.66
300633.SZ,77.57
300634.SZ,84.17
300635.SZ,66.64
300636.SZ,68.77
300637.SZ,62.03
300638.SZ,70.31
300639.SZ,60.81
300640.SZ,71.85
300641.SZ,71.92
300642.SZ,65.37
300643.SZ,66.07
300644.SZ,60.28
300645.SZ,54.74
300647.SZ,69.84
300648.SZ,62.33
300649.SZ,55
300650.SZ,74.15
300651.SZ,69.78
300652.SZ,72.78
300653.SZ,63.63
300654.SZ,62.91
300655.SZ,58.56
300656.SZ,72.73
300657.SZ,56.02
300658.SZ,72.36
300659.SZ,67.13
300660.SZ,75.35
300661.SZ,59.57
300662.SZ,66.91
300663.SZ,52.65
300664.SZ,58.51
300665.SZ,44.19
300666.SZ,59.63
300667.SZ,61.47
300668.SZ,68.44
300669.SZ,77.13
300670.SZ,72.84
300671.SZ,61.09
300672.SZ,69.66
300673.SZ,70.14
300674.SZ,76.55
300675.SZ,67.6
300676.SZ,65.91
300677.SZ,66.75
300678.SZ,69.21
300679.SZ,64.81
300680.SZ,53.74
300681.SZ,73.88
300682.SZ,68.47
300683.SZ,62.4
300684.SZ,70.17
300685.SZ,57.54
300686.SZ,57.91
300687.SZ,65.8
300688.SZ,62.35
300689.SZ,75.41
300690.SZ,57.91
300691.SZ,65.42
300692.SZ,61.07
300693.SZ,58.36
300694.SZ,60.74
300695.SZ,76.62
300696.SZ,70.14
300697.SZ,76.12
300698.SZ,66.52
300699.SZ,61.89
300700.SZ,52.58
300701.SZ,73.28
300702.SZ,70.12
300703.SZ,53.29
300705.SZ,65.63
300706.SZ,63.37
300707.SZ,68.91
300708.SZ,68.94
300709.SZ,50.24
300710.SZ,60.11
300711.SZ,71.88
300712.SZ,70.01
300713.SZ,74.44
300715.SZ,73.47
300716.SZ,69.56
300717.SZ,68.95
300718.SZ,75.01
300719.SZ,68.16
300720.SZ,70.46
300721.SZ,50.1
300722.SZ,76.57
300723.SZ,76.23
300724.SZ,56.91
300725.SZ,55.65
300726.SZ,79.18
300727.SZ,72.42
300729.SZ,67.9
300730.SZ,53.27
300731.SZ,67.36
300732.SZ,50.76
300733.SZ,66.06
300735.SZ,68
300736.SZ,70.07
300737.SZ,56.6
300738.SZ,62
300739.SZ,75.61
300740.SZ,66.04
300741.SZ,90.42
300742.SZ,60.94
300743.SZ,63.23
300745.SZ,58.29
300746.SZ,69.68
300747.SZ,69.68
300748.SZ,73.2
300749.SZ,60.09
300750.SZ,64.58
300751.SZ,73.03
300752.SZ,76
300753.SZ,67.09
300755.SZ,79.38
300756.SZ,54.99
300757.SZ,77.95
300758.SZ,60.78
300759.SZ,79.59
300760.SZ,74.8
300761.SZ,82.24
300762.SZ,73.24
300763.SZ,75.84
300765.SZ,75.8
300766.SZ,58.55
300767.SZ,70.97
300768.SZ,88.02
300769.SZ,66.04
300770.SZ,70.4
300771.SZ,69.86
300772.SZ,73.72
300773.SZ,65.63
300775.SZ,58.94
300776.SZ,75.38
300777.SZ,63.9
300778.SZ,76.3
300779.SZ,59.02
300780.SZ,69.91
300781.SZ,74.99
300782.SZ,71.93
300783.SZ,91.38
300785.SZ,79.95
300786.SZ,57.61
300787.SZ,77.68
300788.SZ,81.03
300789.SZ,75.34
300790.SZ,53.17
300791.SZ,75
300792.SZ,76.53
300793.SZ,75
300795.SZ,72.24
300796.SZ,70.06
300797.SZ,75.61
300798.SZ,77.74
300799.SZ,75.88
300800.SZ,74.38
300801.SZ,74.37
300802.SZ,70.7
300803.SZ,60.78
300805.SZ,73.09
300806.SZ,65.42
300807.SZ,61.88
300808.SZ,75.37
300809.SZ,75.57
300810.SZ,72.63
300811.SZ,75
300812.SZ,97.09
300813.SZ,98.67
300815.SZ,100.01
300816.SZ,97.79
300817.SZ,99
300818.SZ,97.86
300819.SZ,100
300820.SZ,99.5
300821.SZ,
300822.SZ,
300823.SZ,
300824.SZ,96.12
300825.SZ,
300826.SZ,
300827.SZ,
300828.SZ,
300829.SZ,
300830.SZ,
300831.SZ,
300832.SZ,
300833.SZ,
300835.SZ,
300836.SZ,
300837.SZ,
300838.SZ,
300839.SZ,
300840.SZ,
300841.SZ,
300842.SZ,
300843.SZ,
300845.SZ,
300846.SZ,
300847.SZ,
300848.SZ,100
300849.SZ,
300850.SZ,
300851.SZ,92.99
300852.SZ,
300853.SZ,
300855.SZ,
300856.SZ,
300857.SZ,
300858.SZ,
300859.SZ,
300860.SZ,
300861.SZ,93.8
300862.SZ,
300863.SZ,
300864.SZ,
300865.SZ,
300866.SZ,
300867.SZ,
300868.SZ,
300869.SZ,
300870.SZ,
300871.SZ,
300872.SZ,
300873.SZ,
300875.SZ,
300876.SZ,
300877.SZ,
300878.SZ,
300879.SZ,
300880.SZ,
300881.SZ,
300882.SZ,
300883.SZ,
300885.SZ,
300886.SZ,
300887.SZ,
300888.SZ,
300889.SZ,
300890.SZ,
300891.SZ,
600000.SH,76.73
600004.SH,69.37
600006.SH,65.39
600007.SH,88.87
600008.SH,62.28
600009.SH,74.94
600010.SH,67.84
600011.SH,85.34
600012.SH,87.9
600015.SH,77.08
600016.SH,60.97
600017.SH,57.58
600018.SH,89.24
600019.SH,79.14
600020.SH,63.38
600021.SH,73.12
600022.SH,55.28
600023.SH,83.97
600025.SH,92.33
600026.SH,77.78
600027.SH,82.88
600028.SH,94.47
600029.SH,81.95
600030.SH,47.96
600031.SH,49.63
600033.SH,58.08
600035.SH,63.41
600036.SH,67.59
600037.SH,54.96
600038.SH,64.63
600039.SH,52.29
600048.SH,56.7
600050.SH,72.4
600051.SH,35.39
600052.SH,51.52
600053.SH,80.68
600054.SH,48.15
600055.SH,61.89
600056.SH,61.4
600057.SH,70.1
600058.SH,69.1
600059.SH,55.52
600060.SH,61.09
600061.SH,76.6
600062.SH,69.6
600063.SH,38.73
600064.SH,45.97
600066.SH,63.53
600067.SH,54.22
600068.SH,53.16
600070.SH,45.73
600071.SH,56.75
600072.SH,45.33
600073.SH,46.18
600075.SH,61.68
600076.SH,39.96
600077.SH,59.12
600078.SH,46.63
600079.SH,52.86
600080.SH,45.24
600081.SH,66.98
600082.SH,33.2
600083.SH,45.94
600084.SH,54.28
600085.SH,76.94
600086.SH,53.69
600088.SH,63.01
600089.SH,32.07
600090.SH,58.33
600091.SH,48.46
600093.SH,72.14
600094.SH,46.38
600095.SH,22.99
600096.SH,63.36
600097.SH,63.45
600098.SH,86.4
600099.SH,52.15
600100.SH,48.26
600101.SH,40.03
600103.SH,51.36
600104.SH,85.62
600105.SH,46.41
600106.SH,34.28
600107.SH,28.02
600108.SH,30.87
600109.SH,41.8
600110.SH,14.59
600111.SH,53.03
600112.SH,23.37
600113.SH,52.45
600114.SH,37.31
600115.SH,81
600116.SH,58.7
600117.SH,66.57
600118.SH,58.11
600119.SH,44.15
600120.SH,65.82
600121.SH,66.36
600122.SH,40.39
600123.SH,47.87
600125.SH,36.47
600126.SH,84.42
600127.SH,27.74
600128.SH,30.77
600129.SH,54.45
600130.SH,22.22
600131.SH,78.32
600132.SH,76.39
600133.SH,39.14
600135.SH,53.74
600136.SH,63.5
600137.SH,71.58
600138.SH,40.82
600139.SH,39.57
600141.SH,55.17
600143.SH,50.09
600145.SH,67.39
600146.SH,49.14
600148.SH,56.24
600149.SH,41.16
600150.SH,64.38
600151.SH,41.83
600152.SH,56.18
600153.SH,63.61
600155.SH,54.75
600156.SH,46.05
600157.SH,58.14
600158.SH,31.82
600159.SH,51
600160.SH,66.12
600161.SH,70.95
600162.SH,70.39
600163.SH,60.03
600165.SH,44.59
600166.SH,44.01
600167.SH,89.51
600168.SH,67.55
600169.SH,40.11
600170.SH,66.53
600171.SH,35.87
600172.SH,39.02
600173.SH,61.93
600176.SH,53.38
600177.SH,59.85
600178.SH,54.08
600179.SH,77.24
600180.SH,80.09
600182.SH,50.39
600183.SH,61.28
600184.SH,72.36
600185.SH,74.38
600186.SH,36.39
600187.SH,32.33
600188.SH,88.66
600189.SH,66.98
600190.SH,68.93
600191.SH,57.1
600192.SH,44.46
600193.SH,39.98
600195.SH,55.63
600196.SH,67.75
600197.SH,57.4
600198.SH,41.17
600199.SH,48.74
600200.SH,24.31
600201.SH,33.11
600202.SH,41.29
600203.SH,48.22
600206.SH,42.44
600207.SH,69.76
600208.SH,66.88
600209.SH,34.87
600210.SH,32.55
600211.SH,67.05
600212.SH,18.02
600213.SH,55.31
600215.SH,39.13
600216.SH,48.95
600217.SH,56.22
600218.SH,36.41
600219.SH,56.83
600220.SH,41.2
600221.SH,51.34
600222.SH,42.96
600223.SH,64.88
600225.SH,56.18
600226.SH,56.87
600227.SH,47.72
600228.SH,33.74
600229.SH,64.3
600230.SH,51.45
600231.SH,77
600232.SH,53.09
600233.SH,86.28
600234.SH,50.77
600235.SH,39.27
600236.SH,92.19
600237.SH,22.3
600238.SH,53.25
600239.SH,50.8
600241.SH,63.99
600242.SH,54.83
600243.SH,59.37
600246.SH,74.72
600247.SH,16.14
600248.SH,70.58
600249.SH,43.09
600250.SH,59.1
600251.SH,58.11
600252.SH,38.9
600255.SH,14.99
600256.SH,50.92
600257.SH,33.41
600258.SH,64.66
600259.SH,56.19
600260.SH,29.53
600261.SH,60.21
600262.SH,68.65
600265.SH,75.84
600266.SH,50.99
600267.SH,46.51
600268.SH,57.46
600269.SH,56.25
600271.SH,56.27
600272.SH,32.97
600273.SH,53.4
600275.SH,34.86
600276.SH,70.15
600277.SH,63.37
600278.SH,70.4
600279.SH,68.57
600280.SH,62.36
600281.SH,49.29
600282.SH,55.64
600283.SH,71.51
600284.SH,38.14
600285.SH,41.06
600287.SH,53.52
600288.SH,45.14
600289.SH,41.65
600290.SH,43.85
600291.SH,60.54
600292.SH,56.08
600293.SH,59.52
600295.SH,73.62
600297.SH,72.14
600298.SH,71.64
600299.SH,90.76
600300.SH,45.46
600301.SH,42.31
600302.SH,51.28
600303.SH,32.74
600305.SH,53.51
600306.SH,45.62
600307.SH,56.75
600308.SH,38.94
600309.SH,64.6
600310.SH,55.35
600311.SH,19.22
600312.SH,54.9
600313.SH,48.59
600315.SH,67.54
600316.SH,51.6
600317.SH,83.2
600318.SH,58.25
600319.SH,39.85
600320.SH,51.39
600321.SH,51
600322.SH,40.49
600323.SH,62.34
600325.SH,40.8
600326.SH,32.98
600327.SH,51.38
600328.SH,38.37
600329.SH,60.35
600330.SH,33.39
600331.SH,53.45
600332.SH,74.88
600333.SH,62.03
600335.SH,80.94
600336.SH,53.05
600337.SH,56.17
600338.SH,77.03
600339.SH,81.27
600340.SH,69.51
600343.SH,45.59
600345.SH,49.23
600346.SH,80.96
600348.SH,63.49
600350.SH,88.79
600351.SH,37.3
600352.SH,35.47
600353.SH,49.05
600354.SH,34.53
600355.SH,29.34
600356.SH,47.14
600358.SH,47.91
600359.SH,42.31
600360.SH,27.8
600361.SH,59.72
600362.SH,80.64
600363.SH,32.92
600365.SH,30.87
600366.SH,40.63
600367.SH,40.16
600368.SH,52.25
600369.SH,59.56
600370.SH,59.31
600371.SH,51.19
600372.SH,79.31
600373.SH,71.84
600375.SH,31.91
600376.SH,72.27
600377.SH,77.21
